trial_num,stimulus_1,stimulus_2,sim_index,occurrence,condition
58,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/table.jpg,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/turtle.jpg,0.027268287,"58,72",E
59,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/tape.jpg,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/whale.jpg,0.0066691255,"59,69",E
60,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/tree.jpg,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/tie.jpg,0.04160613,"60,78",E
61,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/tractor.jpg,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/toilet.jpg,0.12531117,"61,83",E
62,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/couch.jpg,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/strawberry.jpg,0.0037742334,62,D
63,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/shackles.jpg,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/anchor.jpg,0.23894045,"42,63",E
64,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/parrot.jpg,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/scissors.jpg,0.08862923,"20,64",E
65,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/pizza.jpg,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/bone.jpg,0.06875436,"27,65",E
66,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/starfish.jpg,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/umbrella.jpg,0.03347347,"57,66",E
67,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/panda.jpg,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/shorts.jpg,0.04357282,"19,67",E
68,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/pot.jpg,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/cymbals.jpg,0.17872724,"29,68",E
69,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/tape.jpg,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/whale.jpg,0.0066691255,"59,69",E
70,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/crab.jpg,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/spoon.jpg,0.096017286,70,D
71,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/crocodile.jpg,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/slippers.jpg,0.037644595,71,D
72,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/table.jpg,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/turtle.jpg,0.027268287,"58,72",E
73,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/snail.jpg,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/vest.jpg,0.051109236,"46,73",E
74,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/cucumber.jpg,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/rhinoceros.jpg,0.06644654,74,D
75,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/cup.jpg,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/snake.jpg,0.05398339,75,D
76,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/skis.jpg,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/wool.jpg,0.14919975,"43,76",E
77,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/squirrel.jpg,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/treadmill.jpg,0.01855253,"51,77",E
78,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/tree.jpg,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/tie.jpg,0.04160613,"60,78",E
79,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/sandwich.jpg,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/bracelet.jpg,0.06400789,"35,79",E
80,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/dog.jpg,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/shoe.jpg,0.10153027,80,D
81,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/eel.jpg,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/orange.jpg,0.13253549,81,D
82,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/fork.jpg,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/ring.jpg,0.047905765,82,D
83,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/tractor.jpg,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/toilet.jpg,0.12531117,"61,83",E
84,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/glasses.jpg,tasks/episodic/Episodic_Encoding_symbolic/Episodic_Encoding_ListA/moon.jpg,0.10262751,84,D
